"id","vendor_id","pickup_datetime","dropoff_datetime","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","store_and_fwd_flag","trip_duration","dist_meters","wait_sec"
81,"México DF Radio Taxi","2016-09-20 07:17:52","2016-09-20 09:10:43",-99.1800259309182,19.3701870473992,-99.1794943810777,19.3700838061872,"N",6772,12465,1393
82,"México DF Taxi de Sitio","2016-09-20 09:09:33","2016-09-20 09:39:28",-99.179478490225,19.4386626537318,-99.1794618539371,19.4386527900366,"N",1796,5235,200
83,"México DF UberX","2016-09-20 08:56:26","2016-09-20 10:36:22",-99.1340415494974,19.4151172583405,-99.1500640929888,19.4651678144456,"N",5997,8522,5165
84,"México DF Taxi Libre","2016-09-20 08:21:50","2016-09-20 08:32:45",-99.2827646648377,19.3302892143412,-99.283466050184,19.3267411335529,"N",656,3311,119
85,"México DF Radio Taxi","2016-09-21 08:10:01","2016-09-21 08:33:36",-99.2151490157413,19.2854762080952,-99.2006124887851,19.3039567046729,"N",1416,4184,570
86,"México DF Taxi Libre","2016-09-21 07:57:17","2016-09-21 08:49:38",-99.0650065268094,19.4469737893137,-99.06492412,19.446892,"N",3141,406,867
87,"México DF Taxi Libre","2016-09-21 08:59:17","2016-09-21 09:06:50",-99.1461604962191,19.288497106693,-99.1491545,19.299412446,"N",454,1605,185
88,"México DF Taxi Libre","2016-09-21 11:11:42","2016-09-21 11:12:06",-99.0411944065001,19.3426888963567,-99.0409326205552,19.3421927198015,"N",24,100,13
89,"México DF Taxi de Sitio","2016-09-20 09:39:34","2016-09-21 12:38:36",-99.179508833307,19.4385840716021,-99.1855511073963,19.4402241653936,"N",53943,724,335
90,"México DF Taxi de Sitio","2016-09-21 12:38:50","2016-09-21 12:44:18",-99.1796455421477,19.4383875662642,-99.181382470284,19.4453139303776,"N",329,1088,182
91,"México DF Taxi de Sitio","2016-09-21 12:47:28","2016-09-21 12:52:17",-99.1795798646735,19.4386826686349,-99.1843209488916,19.4369888089513,"N",290,812,173
92,"México DF Taxi de Sitio","2016-09-21 01:42:08","2016-09-21 02:07:14",-99.1795234323356,19.4386613537593,-99.1794732033018,19.4380093918524,"N",1506,2960,1161
93,"México DF Taxi Libre","2016-09-21 02:28:05","2016-09-21 02:35:52",-99.1854407645036,19.4845000475924,-99.1798920538461,19.4772642538462,"N",468,1743,156
94,"México DF Taxi de Sitio","2016-09-21 02:07:19","2016-09-21 02:39:35",-99.1795135049238,19.4386039506513,-99.1509609585933,19.4265738516793,"N",1936,6614,1058
95,"México DF Taxi Libre","2016-09-21 01:54:03","2016-09-21 03:48:39",-99.165788056678,19.288789091182,-99.149779254,19.30566258,"N",6877,4491,6171
96,"México DF UberX","2016-09-21 02:18:09","2016-09-21 04:03:52",-99.1514930940773,19.466208546057,-99.1514557915888,19.4661558904942,"N",6343,16190,3753
97,"México DF Taxi de Sitio","2016-09-21 03:59:44","2016-09-21 04:08:42",-99.1794971824616,19.4385952027695,-99.1755201890774,19.4422896882851,"N",539,1998,204
98,"México DF UberX","2016-09-21 04:42:10","2016-09-21 04:47:44",-99.0888132611194,19.4178334424204,-99.0897503355372,19.4173078702479,"N",334,339,316
99,"México DF Taxi de Sitio","2016-09-21 05:04:20","2016-09-21 05:14:02",-99.1795287797652,19.4387492157873,-99.1725013891777,19.4475100560459,"N",583,2111,211
100,"México DF Radio Taxi","2016-09-21 04:46:05","2016-09-21 05:43:51",-99.16841722,19.4233802475,-99.1800298091743,19.3731143055046,"N",3467,6529,974
101,"México DF Radio Taxi","2016-09-21 05:49:36","2016-09-21 07:02:57",-99.18020822,19.37021304,-99.1571873465117,19.5063089302326,"N",4401,23157,2620
102,"México DF Taxi Libre","2016-09-21 12:48:17","2016-09-21 12:49:35",-99.1418736069526,19.3771724344482,-99.1419539014275,19.3773518439311,"N",79,23,18
103,"México DF Radio Taxi","2016-09-21 09:35:32","2016-09-21 11:41:36",-99.1854828731618,19.3537717052063,-99.2232366483871,19.2975028129032,"N",7565,9806,1789
104,"México DF Taxi Libre","2016-09-20 11:57:41","2016-09-21 12:13:03",-99.274474528743,19.3330114078558,-99.2929264709676,19.3221168496901,"N",923,7505,296
105,"México DF Radio Taxi","2016-09-21 11:43:47","2016-09-22 12:15:59",-99.18023688,19.37015462,-99.1344434682692,19.4530149269231,"N",1932,13238,1115
106,"México DF Taxi Libre","2016-09-22 04:51:50","2016-09-22 04:54:32",-99.0885750391971,19.4376625848216,-99.0883594142688,19.4376080157416,"N",163,27,433
107,"México DF Taxi de Sitio","2016-09-22 08:16:23","2016-09-22 08:45:03",-99.2006287902911,19.3822090836864,-99.1518540816918,19.3684927185238,"N",1720,6806,718
108,"México DF Taxi Libre","2017-04-21 06:54:03","2017-04-21 07:19:23",-99.1718694989364,19.3326565502052,-99.14034066,19.302288,"N",1520,9492,223
109,"México DF Taxi Libre","2017-04-21 10:15:14","2017-04-21 10:31:28",-99.1432917,19.30227,-99.15182034,19.32004432,"N",974,4324,220
110,"México DF Taxi Libre","2017-04-21 11:41:31","2017-04-21 11:53:29",-99.0645374768532,19.334736995672,-99.07632236,19.2991828,"N",718,6278,92
111,"México DF Taxi Libre","2017-04-21 12:04:20","2017-04-21 12:21:17",-99.03742346,19.59552058,-99.0019219,19.60335552,"N",1017,7194,55
112,"México DF Taxi Libre","2017-04-21 01:23:17","2017-04-21 01:32:22",-99.1402117,19.3023333,-99.13419498,19.299925,"N",546,1504,240
113,"México DF Radio Taxi","2017-04-20 05:17:40","2017-04-21 02:06:16",-99.1390265708445,19.4289988396358,-99.20260366,19.44808326,"N",74917,8982,540
114,"México DF Taxi de Sitio","2017-04-21 01:55:04","2017-04-21 02:10:58",-99.19751932,19.51477966,-99.18873334,19.49031132,"N",955,4010,393
115,"México DF Taxi Libre","2017-04-21 02:05:21","2017-04-21 02:41:51",-99.1402285251277,19.3023498141542,-99.15310134,19.35490968,"N",2191,9459,801
116,"México DF Taxi Libre","2017-04-21 03:10:44","2017-04-21 03:26:10",-99.14016,19.30228,-99.12392734,19.29231468,"N",926,2394,489
117,"México DF Taxi Libre","2017-04-21 03:47:26","2017-04-21 03:53:23",-99.1400533,19.3023083,-99.13711332,19.293907,"N",357,1379,137
118,"México DF Taxi Libre","2017-04-20 10:31:37","2017-04-21 04:10:28",-99.0964058,19.4328894,-99.1635845657441,19.4217572414748,"N",106731,33965,329
119,"México DF Radio Taxi","2017-04-21 02:06:22","2017-04-21 04:13:29",-99.2086455763117,19.4342180483649,-99.2088081100664,19.4344447517093,"N",7627,161,359
120,"México DF Taxi Libre","2017-04-21 03:53:29","2017-04-21 04:14:26",-99.1370517,19.2939133,-99.1659488799647,19.2908630931464,"N",1257,6488,341
121,"México DF Taxi Libre","2017-04-21 04:10:45","2017-04-21 04:17:30",-99.1635892576498,19.4217552234492,-99.1659932454149,19.4137272239365,"N",405,993,217
122,"México DF Radio Taxi","2017-04-21 04:13:44","2017-04-21 04:49:16",-99.2421436613913,19.4489178360607,-99.1679164935896,19.4243388423563,"N",2133,10256,1133
123,"México DF Radio Taxi","2017-04-20 02:57:07","2017-04-21 04:54:26",-99.1724718,19.4117796,-99.1723585540218,19.4118539069088,"N",93439,195,226
124,"México DF Radio Taxi","2017-04-21 05:25:59","2017-04-21 06:22:37",-99.1723604955466,19.4117879383775,-99.0896137164557,19.4449394708861,"N",3399,10918,121
125,"México DF UberSUV","2017-04-21 06:51:06","2017-04-21 06:52:43",-99.1350396489064,19.5160632946725,-99.1351116089041,19.5148936164555,"N",98,139,47
126,"México DF Taxi Libre","2017-04-21 06:57:51","2017-04-21 07:08:16",-99.1964853136612,19.4055031704873,-99.18839146,19.40231898,"N",625,1482,236
127,"México DF Taxi Libre","2017-04-21 08:09:50","2017-04-21 08:19:17",-99.0304299656677,19.5999792604677,-99.0229803,19.58116902,"N",567,2999,133
128,"México DF Taxi de Sitio","2017-04-21 09:02:00","2017-04-21 09:02:21",-99.1724526610642,19.4116467686626,-99.1722291286658,19.4118922060766,"N",22,39,11
129,"México DF Radio Taxi","2017-04-21 08:32:48","2017-04-21 09:15:05",-99.0920517,19.4359553753606,-99.17261166,19.41187926,"N",2537,10161,19
130,"México DF Taxi de Sitio","2017-04-21 09:01:03","2017-04-21 09:21:40",-99.172467090373,19.4117969728952,-99.1623589884866,19.3814454386647,"N",1238,4034,677
131,"México DF Radio Taxi","2017-04-21 09:15:20","2017-04-21 10:11:40",-99.1726115640111,19.4118784593538,-99.2507210830751,19.4507133171592,"N",3381,9830,5
132,"México DF Taxi de Sitio","2017-04-21 10:26:22","2017-04-21 10:33:55",-99.1709138051828,19.4143452303186,-99.171011989891,19.4218054098471,"N",454,1351,202
133,"México DF Radio Taxi","2017-04-21 10:11:53","2017-04-21 10:37:05",-99.2645361465336,19.456299446061,-99.17287485235,19.4120943654599,"N",1512,12543,124
134,"México DF Radio Taxi","2017-04-21 11:17:31","2017-04-21 11:35:11",-99.1723396031094,19.4111576260815,-99.16424522,19.39302402,"N",1060,2345,23
135,"México DF Radio Taxi","2017-04-22 12:38:41","2017-04-22 01:20:13",-99.1431303,19.4345457,-99.1230642160658,19.3204114975938,"N",2492,13981,176
136,"México DF Radio Taxi","2017-04-22 01:16:46","2017-04-22 01:20:41",-99.3006550820279,19.3574001921956,-99.3005002385435,19.3573806039076,"N",235,56,213
137,"México DF Radio Taxi","2017-04-22 02:36:25","2017-04-22 02:44:57",-99.1644269,19.4242096328963,-99.17190218,19.41370664,"N",512,1959,297
138,"México DF Taxi de Sitio","2017-04-22 04:05:37","2017-04-22 04:20:06",-99.2130623801506,19.3920295829589,-99.1724897566665,19.411815712169,"N",869,6397,136
139,"México DF UberBlack","2017-04-22 04:15:40","2017-04-22 04:30:05",-99.1142051357367,19.2922168924765,-99.06902044,19.29222958,"N",866,9061,40
140,"México DF Taxi de Sitio","2017-04-22 05:28:16","2017-04-22 05:41:17",-99.1724908432096,19.4117946288098,-99.2019405315904,19.3735755094912,"N",782,7263,122
141,"México DF Radio Taxi","2017-04-22 05:42:00","2017-04-22 05:53:37",-99.2023709885312,19.3746943967883,-99.1724718,19.4117796,"N",697,7035,65
142,"México DF Taxi de Sitio","2017-04-22 06:31:47","2017-04-22 06:35:58",-99.1724100820657,19.41182189807,-99.1787761,19.40616258,"N",252,1522,113
143,"México DF Radio Taxi","2017-04-22 07:05:21","2017-04-22 07:13:27",-99.1983438525056,19.4028820871175,-99.2542728,19.38166498,"N",487,7173,14
144,"México DF Taxi Libre","2017-04-22 08:26:12","2017-04-22 08:59:55",-99.14127068,19.30107066,-99.14012534,19.30235534,"N",2024,10072,648
145,"México DF Radio Taxi","2017-04-21 07:16:32","2017-04-21 07:19:53",-99.1783267,19.4288067,-99.1825611853382,19.4297834110685,"N",202,691,21737
146,"México DF Taxi Libre","2017-04-22 09:16:32","2017-04-22 09:39:55",-99.14024,19.302265,-99.12824434,19.42607632,"N",1403,16940,129
147,"México DF Taxi Libre","2017-04-22 09:42:11","2017-04-22 09:56:35",-99.1736039149754,19.3306041535882,-99.18463342,19.29125786,"N",865,6772,272
148,"México DF Taxi Libre","2017-04-22 11:07:18","2017-04-22 11:29:59",-99.1972355760393,19.4059465130349,-99.23072908,19.3699908,"N",1362,8474,268
149,"México DF Taxi Libre","2017-04-22 11:55:22","2017-04-22 12:39:33",-99.1412915244533,19.3031418668712,-99.10064002,19.31790768,"N",2651,8100,1465
150,"México DF Taxi Libre","2017-04-22 12:13:24","2017-04-22 12:51:56",-99.1996751028327,19.4066801767778,-99.12957474,19.42865836,"N",2313,9706,983
151,"México DF Taxi Libre","2017-04-22 01:22:28","2017-04-22 01:31:21",-99.2023074694206,19.4051433432296,-99.2128608857239,19.3911173356303,"N",534,3011,84
152,"México DF Taxi Libre","2017-04-22 11:55:22","2017-04-22 12:39:33",-99.1412915244533,19.3031418668712,-99.10064002,19.31790768,"N",2651,8100,1465
153,"México DF Taxi Libre","2017-04-22 02:10:55","2017-04-22 02:26:54",-99.13980366,19.30153198,-99.12462034,19.29258498,"N",960,2452,494
154,"México DF Taxi Libre","2017-04-22 01:46:00","2017-04-22 02:39:40",-99.0728671536609,19.3538379728323,-99.24792472,19.32186096,"N",3221,30290,335
155,"México DF Taxi de Sitio","2017-04-20 09:50:28","2017-04-22 02:43:01",-99.2262105643968,19.4983162855022,-99.2246208741261,19.3621020583659,"N",147153,22723,646
156,"México DF Taxi Libre","2017-04-22 02:49:08","2017-04-22 03:31:24",-99.2395915982263,19.3194414331982,-99.1017258305455,19.2937882567273,"N",2536,20876,745
157,"México DF Taxi Libre","2017-04-22 03:45:03","2017-04-22 03:57:14",-99.1972027755104,19.4059774061225,-99.2024490088604,19.3636771373417,"N",732,7083,128
158,"México DF Taxi Libre","2017-04-22 04:09:35","2017-04-22 04:36:41",-99.1039272063415,19.3084270738745,-99.09815628,19.32105698,"N",1627,7166,313
159,"México DF Taxi de Sitio","2017-04-22 02:43:08","2017-04-22 04:53:05",-99.113790487652,19.3207682316163,-99.150676687331,19.2736283309338,"N",7797,9475,1713
160,"México DF Taxi Libre","2017-04-22 04:31:21","2017-04-22 05:21:21",-99.1978868094711,19.4060480500836,-99.197842508475,19.4051456016947,"N",3001,23868,559
161,"México DF Taxi Libre","2017-04-22 05:01:50","2017-04-22 05:10:08",-99.1382424387976,19.3005145285675,-99.1256483,19.30578864,"N",499,2662,45
162,"México DF Taxi Libre","2017-04-22 05:24:38","2017-04-22 06:02:48",-99.1382283,19.2977517,-99.14020966,19.302281,"N",2290,10560,301
163,"México DF Taxi Libre","2017-04-22 06:03:39","2017-04-22 06:08:25",-99.14086098,19.30157134,-99.14938532,19.29816,"N",287,1524,41
164,"México DF Taxi Libre","2017-04-22 06:27:11","2017-04-22 06:29:33",-99.1313291084746,19.4767777057627,-99.12723835,19.481837068,"N",143,753,53
165,"México DF Taxi Libre","2017-04-22 06:32:14","2017-04-22 06:32:56",-99.1250779701323,19.4845498765596,-99.123325712,19.486777356,"N",43,328,3
166,"México DF Taxi de Sitio","2017-04-22 07:10:51","2017-04-22 07:37:29",-99.2612503402977,19.3302733526269,-99.201595,19.39710034,"N",1598,15064,76
