"id","vendor_id","pickup_datetime","dropoff_datetime","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","store_and_fwd_flag","trip_duration","dist_meters","wait_sec"
15,"Bogotá","2016-09-19 02:05:05","2016-09-19 02:05:48",-74.0763699504317,4.60666460204047,-74.0775452106061,4.60702325757575,"N",43,180,3
16,"Bogotá","2016-09-19 02:06:00","2016-09-19 02:16:14",-74.0778725346525,4.60736571486459,-74.091487476,4.60431511599999,"N",615,2211,203
17,"Bogotá UberX","2016-09-19 02:25:26","2016-09-19 04:25:17",-74.0448735926442,4.68846633969551,-74.1142058012379,4.58459099923319,"N",7192,14003,996
18,"Bogotá","2016-09-20 07:03:13","2016-09-20 07:06:30",-74.0709859257143,4.60371935714285,-74.0704100477509,4.60107102664357,"N",198,397,105
19,"Bogotá","2016-09-20 07:10:03","2016-09-20 07:26:23",-74.0739649,4.59509287857141,-74.0730158164384,4.59925626164383,"N",980,4766,371
20,"Bogotá","2016-09-19 06:36:22","2016-09-20 08:57:50",-74.1111296,4.65023689999998,-74.0897921924242,4.60834763636361,"N",51688,6559,171
21,"Bogotá","2016-09-20 04:22:05","2016-09-20 04:50:25",-74.0517174489701,4.70667531562661,-74.0406050218935,4.70410997988166,"N",1701,8557,646
22,"Bogotá","2016-09-20 05:20:52","2016-09-20 05:39:57",-74.0516892302216,4.70671959224863,-74.06594326,4.72886780000001,"N",1146,4393,526
23,"Bogotá","2016-09-20 06:05:09","2016-09-20 06:37:16",-74.0515986189701,4.70676073001759,-74.0977398004116,4.75062986022257,"N",1928,8398,573
24,"Bogotá","2016-09-20 07:00:30","2016-09-20 07:13:18",-74.1703035469032,4.6176893819556,-74.1288551601418,4.62019227055735,"N",768,6293,141
25,"Bogotá UberX","2016-09-20 07:14:03","2016-09-20 07:15:57",-74.1181167,4.69730669999999,-74.1181098353933,4.69731761938202,"N",115,24,112
26,"Bogotá","2016-09-03 12:51:31","2016-09-20 07:53:51",-74.152280027062,4.64669207715919,-74.0588130256973,4.71103273065044,"N",1494141,14174,91
27,"Bogotá","2016-09-20 07:54:01","2016-09-20 08:29:44",-74.0588805070797,4.71103975240939,-74.11598336,4.66310966000001,"N",2144,9111,232
28,"Bogotá","2016-09-21 07:11:46","2016-09-21 07:31:21",-74.0871070174137,4.69426860916455,-74.0597581701819,4.71368056442928,"N",1175,5395,509
29,"Bogotá","2016-09-21 07:07:14","2016-09-21 07:56:08",-74.11642266,4.70103933999998,-74.0975443792026,4.64008767920261,"N",2935,9739,1571
30,"Bogotá","2016-09-21 08:47:17","2016-09-21 09:01:14",-74.1369288147377,4.63675037933204,-74.139789612979,4.57246108109573,"N",838,7281,64
31,"Bogotá","2016-09-21 09:02:06","2016-09-21 09:05:06",-74.1398023620089,4.56731728928805,-74.144992841833,4.57005627726195,"N",181,926,70
32,"Bogotá","2016-09-21 08:29:02","2016-09-21 09:25:19",-74.126579,4.70030067999997,-74.05568766,4.65680829999997,"N",3377,11253,1744
33,"Bogotá","2016-09-21 10:54:51","2016-09-21 11:11:58",-74.08689836,4.69345465999999,-74.05300866,4.68206700000001,"N",1028,5594,143
34,"Bogotá","2016-09-21 09:08:16","2016-09-21 11:16:02",-74.1449531699035,4.57025427414373,-74.1276912031932,4.56759040198297,"N",7666,2513,3246
35,"Bogotá","2016-09-21 11:02:59","2016-09-21 11:21:55",-74.1281940760727,4.57853363002906,-74.1004662100947,4.58761879542608,"N",1137,3681,278
36,"Bogotá","2016-09-19 12:24:02","2016-09-21 12:41:03",-74.0545802161931,4.66972789874732,-74.0802169276596,4.73222724680849,"N",173822,11645,895
37,"Bogotá","2016-09-19 12:24:02","2016-09-21 12:41:03",-74.0545802161931,4.66972789874732,-74.0802169276596,4.73222724680849,"N",173822,11645,895
38,"Bogotá","2016-09-21 12:47:13","2016-09-21 12:49:10",-74.1304437042798,4.59788233482491,-74.1264816179523,4.59557925884353,"N",118,558,23
39,"Bogotá","2016-09-21 01:00:04","2016-09-21 01:04:56",-74.0822767612523,4.71686182061896,-74.0821922885714,4.71402031714284,"N",292,663,125
40,"Bogotá","2016-09-21 12:49:18","2016-09-21 01:20:15",-74.1264751596972,4.59558039030954,-74.0983730579882,4.58257995857988,"N",1857,5713,1100
41,"Bogotá","2016-09-21 02:52:50","2016-09-21 03:21:04",-74.0710991942937,4.70462814462114,-74.0710524424657,4.70474671095888,"N",1695,3828,1091
42,"Bogotá UberX","2016-09-21 03:36:03","2016-09-21 03:36:26",-74.0895718676682,4.60006908442047,-74.08956398,4.60056789999999,"N",24,73,1
43,"Bogotá UberX","2016-09-21 03:36:59","2016-09-21 03:38:01",-74.0921541399026,4.60230463130441,-74.09499222,4.60442555999999,"N",62,397,14
44,"Bogotá","2016-09-21 04:55:01","2016-09-21 05:05:27",-74.0518157633373,4.70680587461365,-74.0627071272659,4.69079289239526,"N",626,2318,81
45,"Bogotá","2016-09-21 04:45:13","2016-09-21 05:05:50",-74.0710088,4.7046678,-74.0751514353559,4.6939889298291,"N",1238,1564,1065
46,"Bogotá","2016-09-21 05:45:17","2016-09-21 05:46:51",-74.1415617,4.68342330000001,-74.1403953953916,4.68177081593395,"N",95,302,44
47,"Bogotá","2016-09-21 05:48:09","2016-09-21 05:49:00",-74.1383107579525,4.67870037745522,-74.1394079074709,4.67809978471132,"N",52,140,18
48,"Bogotá","2016-09-21 05:32:30","2016-09-21 06:00:21",-74.0517189016339,4.70672834583171,-74.0544862453857,4.75512367505358,"N",1671,6135,299
49,"Bogotá","2016-09-21 05:49:09","2016-09-21 06:24:33",-74.139435,4.67809000000001,-74.1439183,4.66953829999999,"N",2125,2459,80
50,"Bogota UberBlack","2016-09-21 06:22:29","2016-09-21 06:55:14",-74.0644441476841,4.63708007849535,-74.1070023288462,4.61212266538462,"N",1966,8300,682
51,"Bogotá","2016-09-21 07:00:27","2016-09-21 07:30:15",-74.0409975234411,4.71809680837362,-74.07683968,4.63325299999998,"N",1788,12032,229
52,"Bogotá","2016-09-21 07:30:27","2016-09-21 07:50:19",-74.07693432,4.63331063999998,-74.09909834,4.63584436,"N",1193,4866,221
53,"Bogotá UberX","2016-09-21 07:52:21","2016-09-21 07:52:50",-74.1534834003692,4.65176473627212,-74.1533150258256,4.64972632657676,"N",29,967,20
54,"Bogota UberBlack","2016-09-21 08:15:59","2016-09-21 08:32:13",-74.0637980749138,4.63685961475316,-74.0950837825,4.63132839249999,"N",975,6974,221
55,"Bogotá","2016-09-21 09:01:54","2016-09-21 09:03:49",-74.1438195601188,4.68006940380771,-74.140361275,4.68317155999999,"N",116,559,12
56,"Bogotá","2016-09-21 09:16:24","2016-09-21 09:22:42",-74.0652331838591,4.63715526539486,-74.05771336,4.64822942,"N",378,1809,126
57,"Bogotá UberX","2016-09-22 05:58:39","2016-09-22 06:16:32",-74.0928637739961,4.67157839611607,-74.0878157884924,4.66297698430739,"N",1073,1247,85
58,"Bogota UberBlack","2016-09-22 06:09:22","2016-09-22 06:23:19",-74.1070356198691,4.61112922290789,-74.10864236,4.57647647999998,"N",837,5397,188
59,"Bogotá","2016-09-22 07:24:37","2016-09-22 07:25:39",-74.1177996041096,4.60865280547946,-74.115194608348,4.6136156397188,"N",63,626,7
60,"Bogotá","2016-09-22 07:14:47","2016-09-22 07:55:39",-74.1168833282458,4.51633501319525,-74.1170021029754,4.51663807577502,"N",2452,36,0
61,"Bogotá UberX","2017-04-21 07:32:20","2017-04-21 08:49:03",-74.13498942,4.65146192,-74.0491821,4.69282765999999,"N",4603,12156,2908
62,"Bogotá UberX","2017-04-21 08:55:41","2017-04-21 03:23:06",-74.04812594,4.68947101999998,-74.1432127470299,4.63641586003593,"N",23245,12160,4
63,"Bogotá","2017-04-21 02:10:51","2017-04-21 03:44:40",-74.0801954383459,4.7322854924812,-74.0617492214286,4.70910709999999,"N",5629,5995,1129
64,"Bogotá","2017-04-21 03:23:18","2017-04-21 05:20:24",-74.14423394,4.63709103999999,-74.0452557957821,4.72023742372587,"N",7026,19153,2571
65,"Bogotá","2017-04-21 06:43:14","2017-04-21 09:02:16",-74.0452407,4.72026291999999,-74.1478631,4.64050593999998,"N",8342,14487,30
66,"Bogotá","2017-04-22 08:15:46","2017-04-22 09:05:34",-74.0630951196721,4.72370954262295,-74.09652446,4.66999731999999,"N",2988,8565,272
67,"Bogotá","2017-04-20 05:04:06","2017-04-22 12:20:50",-74.0496533798945,4.7453120100056,-74.0530313033583,4.69961022204995,"N",155804,46894,2342
68,"Bogotá","2017-04-19 05:35:33","2017-04-19 06:06:49",-74.0669290071973,4.64955019876874,-74.06721266,4.60507733999999,"N",1876,8549,655
69,"Bogotá","2017-04-22 12:22:59","2017-04-22 05:29:51",-74.061816,4.70075919999998,-74.06269562,4.69655054,"N",18413,528,23
70,"Bogotá","2017-04-22 05:15:25","2017-04-22 06:23:18",-74.0663729140925,4.64904762029008,-74.0650927,4.63702864000001,"N",4074,1928,341
71,"Bogotá","2017-04-22 06:23:26","2017-04-22 06:38:19",-74.0660384652167,4.6484790223491,-74.07374832,4.64233999999999,"N",893,1881,535
72,"Bogotá","2017-04-20 11:17:19","2017-04-20 03:34:51",-74.0447782481481,4.75946189444444,-74.044282588,4.75846849600002,"N",15453,56220,6343
73,"Bogotá","2017-04-22 05:30:59","2017-04-22 11:08:34",-74.0381761811085,4.70070828861933,-74.06858154,4.73021219999998,"N",20255,14453,476
74,"Bogotá","2017-04-23 11:12:52","2017-04-23 11:54:13",-74.033189052155,4.76025113862078,-74.0699613285714,4.60468534285715,"N",2481,23370,502
75,"Bogotá","2017-04-23 12:04:59","2017-04-23 01:19:02",-74.0784039,4.60659630270268,-74.0281405823529,4.76102092941176,"N",4444,26123,1431
76,"Bogotá","2016-11-24 10:54:35","2017-01-02 04:08:03",-74.1793704,4.60990710000003,-74.1588261372405,4.64814049517088,"N",3345208,37199,15788
77,"Bogotá","2017-04-24 02:06:44","2017-04-24 02:07:31",-74.1203416,4.58555849999999,-74.1209099668178,4.58551862015063,"N",48,64,338
78,"Bogotá","2017-04-24 02:10:31","2017-04-24 02:12:40",-74.1156237,4.59219349999998,-74.1099883117696,4.59626425495455,"N",129,775,450
79,"Bogotá","2017-04-24 02:12:52","2017-04-24 02:14:06",-74.1100002,4.59625509999999,-74.1074525,4.59793135882351,"N",75,340,266
80,"Bogotá","2017-04-24 02:14:09","2017-04-24 02:23:06",-74.1070088146986,4.59826216642511,-74.090408959434,4.62043633584905,"N",537,3843,1310
81,"Bogotá","2017-04-22 11:08:37","2017-04-23 07:43:19",-74.0457721,4.72587879999999,-74.1467054,4.63748089999999,"N",30883,19117,262
82,"Bogotá","2017-04-27 07:01:07","2017-04-27 07:02:06",-74.0470289418444,4.71958927215874,-74.0594071870677,4.73829009690495,"N",60,2502,148
83,"Bogotá","2017-04-27 07:02:34","2017-04-27 07:03:57",-74.0569008163294,4.73455655199755,-74.0593808944431,4.73837302370357,"N",83,1172,58
84,"Bogotá","2017-04-25 07:02:09","2017-04-25 08:24:16",-74.0963710208465,4.57954822666598,-74.0961404661643,4.57945239671706,"N",4927,771,4764
85,"Bogotá","2017-04-25 08:33:59","2017-04-25 08:45:06",-74.0427081966666,4.76126415999999,-74.0508620644628,4.75207034049585,"N",668,2054,390
86,"Bogotá","2017-04-25 08:45:20","2017-04-25 09:08:29",-74.0508616045454,4.75207021060605,-74.0453800272727,4.76336134545454,"N",1389,5639,675
87,"Bogotá","2017-04-26 07:15:53","2017-04-26 07:26:32",-74.0848273,4.61514802000002,-74.0947401370417,4.61944039087427,"N",639,2288,324
88,"Bogotá","2017-04-26 12:25:24","2017-04-26 01:08:04",-74.0566806603272,4.6921106811861,-74.0297893942636,4.76399300592248,"N",2560,12449,692
89,"Bogotá","2017-04-26 06:47:52","2017-04-26 06:49:24",-74.0304254,4.70230718215013,-74.0298055311828,4.70221965376344,"N",93,92,285
90,"Bogotá UberX","2017-04-26 07:36:42","2017-04-26 07:38:46",-74.0397662,4.73994020000001,-74.0325353307692,4.73827476153846,"N",124,828,29
91,"Bogotá","2017-04-26 07:39:20","2017-04-26 10:02:09",-74.0321472109589,4.73818495479451,-74.196923,4.62468680000001,"N",8570,25301,231
92,"Bogotá UberX","2017-04-26 10:04:48","2017-04-26 10:05:29",-74.1967001,4.62470070000001,-74.1967492,4.62473360000001,"N",41,48,17
93,"Bogotá","2017-04-26 09:32:18","2017-04-26 11:11:24",-74.0246569814265,4.75593977221398,-74.02818814,4.76084427999999,"N",5947,57606,1536
94,"Bogotá","2017-04-27 05:36:28","2017-04-27 05:40:23",-74.1028317,4.6420183,-74.09805466,4.63823934,"N",236,822,90
95,"Bogotá","2017-04-27 02:20:44","2017-04-27 02:27:33",-74.1068023035138,4.73303780587981,-74.0855884623099,4.73495677871727,"N",409,3117,40
96,"Bogotá","2017-04-27 02:30:30","2017-04-27 02:34:38",-74.0854486421171,4.73503401188046,-74.0871468352015,4.73774730019194,"N",249,612,181
97,"Bogotá","2017-04-24 08:51:46","2017-04-24 08:52:12",-74.0834818568718,4.55718235578472,-74.0837374386836,4.5569429968422,"N",27,88,21
98,"Bogotá","2017-04-27 04:08:30","2017-04-27 04:09:17",-74.1522227358073,4.61693438887596,-74.1506802309304,4.61740351561457,"N",48,187,23
99,"Bogotá","2017-04-27 03:46:48","2017-04-27 05:10:41",-74.144519134321,4.63181569934648,-74.1436680869611,4.63388017748905,"N",5033,4594,5022
100,"Bogotá","2017-04-27 05:15:13","2017-04-27 05:16:55",-74.0929537635374,4.64076812915927,-74.091623,4.64160299999999,"N",102,175,41
101,"Bogotá","2017-04-27 05:17:08","2017-04-27 05:18:44",-74.0915815023724,4.6416258725815,-74.0885443333333,4.64357199999999,"N",96,402,265
102,"Bogotá","2017-04-27 09:18:58","2017-04-27 09:41:30",-74.0509473835643,4.75194683782177,-74.0509552153846,4.75197293076922,"N",1352,6604,506
103,"Bogotá","2017-04-26 09:05:28","2017-04-28 10:14:56",-74.0631090065934,4.72375398791208,-74.0711026026706,4.70468054569733,"N",176968,2473,211
104,"Bogotá","2017-04-28 10:38:42","2017-04-28 11:15:27",-74.0709931151335,4.70475326320474,-74.0711394272727,4.70465374545454,"N",2205,5588,907
105,"Bogota UberBlack","2017-04-26 10:05:49","2017-04-28 11:55:53",-74.1968656,4.62469899999999,-74.1966559370564,4.62475913431842,"N",136204,44,52
106,"Bogotá","2017-04-28 11:33:58","2017-04-28 04:44:10",-74.0279454900718,4.76061717784075,-74.0281331566667,4.76093047,"N",18613,71414,8403
107,"Bogotá","2017-04-28 05:06:48","2017-04-28 10:57:24",-74.06674,4.64933499999998,-74.15654698,4.64827832000001,"N",21037,18388,1117
108,"Bogotá","2017-04-28 11:00:35","2017-04-28 11:57:39",-74.0668610710626,4.64937847191441,-74.13610398,4.57771866,"N",3424,37435,562
109,"Bogotá","2017-04-29 12:44:53","2017-04-29 12:48:44",-74.0668907399827,4.64960584309614,-74.07108468,4.65271799999999,"N",231,1187,30
110,"Bogotá","2017-04-29 04:45:50","2017-04-29 04:48:09",-74.1027273733333,4.58159672666668,-74.1027118042553,4.58312203191489,"N",139,251,17
111,"Bogotá","2017-04-29 04:48:30","2017-04-29 04:53:38",-74.102176060274,4.58345339452054,-74.09022262,4.58221894,"N",309,1639,64
112,"Bogotá","2017-04-29 05:30:25","2017-04-29 05:54:09",-74.0897357044248,4.56545865044246,-74.1369911914286,4.59894491428571,"N",1424,7644,241
113,"Bogotá","2017-04-29 05:54:33","2017-04-29 06:21:37",-74.1386188,4.58364439999999,-74.1217812538462,4.66830312499998,"N",1625,13219,451
114,"Bogotá","2017-04-29 08:30:06","2017-04-29 08:58:04",-74.122769085,4.58018975749998,-74.0715429041096,4.60414315068492,"N",1679,8221,532
115,"Bogotá","2017-04-29 09:08:05","2017-04-29 09:38:57",-74.0632879467662,4.72388917238806,-74.059799976,4.66519426800001,"N",1853,7653,496
116,"Bogotá","2017-04-29 06:19:26","2017-04-29 06:24:40",-74.043459487067,4.74764596921554,-74.0510699505376,4.75240067419355,"N",315,1489,60
117,"Bogotá","2017-04-29 06:24:52","2017-04-29 07:20:44",-74.0508187919255,4.75177965776397,-74.0508708481481,4.75220311481481,"N",3352,10435,1817
118,"Bogotá","2017-04-29 01:10:54","2017-04-29 09:08:29",-74.0667701652701,4.64954204932595,-74.065972,4.64725202,"N",71855,444,115
119,"Bogotá","2017-04-29 10:28:57","2017-04-29 10:52:42",-74.0668032922153,4.6496285945699,-74.10639134,4.59196063999999,"N",1425,10519,448
120,"Bogotá","2017-04-30 07:40:33","2017-04-30 07:54:46",-74.1431552211515,4.60642718490694,-74.1237130191572,4.5746031053868,"N",854,5605,70
121,"Bogotá","2017-04-30 08:58:14","2017-04-30 09:18:14",-74.0628461,4.72363689999998,-74.0504494124224,4.67768141614906,"N",1200,8503,175
122,"Bogotá","2017-04-30 11:33:32","2017-04-30 11:54:56",-74.0743512228975,4.68761917358767,-74.031744782,4.742836712,"N",1285,11120,343
123,"Bogotá","2017-04-30 11:55:30","2017-04-30 11:59:55",-74.0316198806788,4.74607576136737,-74.0360226270446,4.74217523613665,"N",265,940,56
124,"Bogotá","2017-04-30 12:26:27","2017-04-30 01:29:42",-74.0280329939767,4.76087534166247,-74.13693913,4.62266202666666,"N",3795,25957,1177
125,"Bogotá","2017-04-27 02:58:21","2017-04-27 03:18:27",-74.0848614568113,4.73914421937999,-74.106493856,4.733147132,"N",1206,3892,578
126,"Bogotá","2017-04-30 01:33:19","2017-04-30 02:22:36",-74.1057108861228,4.73306234964864,-74.0889258102916,4.60432296800214,"N",2958,19988,715
127,"Bogotá","2017-05-01 10:07:01","2017-05-01 10:19:49",-74.1398927075509,4.62979123690917,-74.08133281746,4.6224848064764,"N",768,7921,123
128,"Bogotá","2016-08-06 06:54:36","2016-08-06 07:14:47",-74.1516004253224,4.63336966098273,-74.1006762714286,4.60142307428573,"N",1212,7752,319
129,"Bogotá UberX","2016-08-06 09:57:40","2016-08-06 12:58:41",-74.1482202430015,4.64160398114903,-74.0873240400796,4.60380516015421,"N",10862,8013,1661
130,"Bogotá","2016-08-06 05:33:46","2016-08-06 05:50:44",-74.110900217435,4.70932836928782,-74.1102273196373,4.70933423117084,"N",1018,84,196
131,"Bogotá","2016-08-06 09:39:13","2016-08-06 10:05:31",-74.0590585642747,4.69240120219082,-74.1353780911393,4.6172250329114,"N",1578,13089,459
132,"Bogotá UberVan","2016-08-06 12:58:46","2016-08-07 09:42:09",-74.0873324219827,4.60379243642521,-74.1477747798483,4.64101570301904,"N",161003,7909,5392
133,"Bogotá UberVan","2016-08-08 09:42:16","2016-08-08 10:08:52",-74.1477825903093,4.64126474876387,-74.1381349638612,4.63443397855378,"N",1596,1436,1307
134,"Bogota UberBlack","2016-08-08 10:08:53","2016-08-08 10:09:24",-74.1358599365448,4.63883803692146,-74.1351694018339,4.6401040563403,"N",31,162,8
135,"Bogotá","2016-07-21 08:27:58","2016-08-08 11:28:09",-74.1241560266311,4.60893314180502,-74.0357638316311,4.69575540869088,"N",1566012,13977,179
136,"Bogotá UberX","2016-08-08 12:31:15","2016-08-08 12:52:04",-74.0817647748588,4.69515633709982,-74.0556883442308,4.71106776730769,"N",1250,6542,591
137,"Bogotá","2016-08-08 07:12:18","2016-08-08 07:26:12",-74.1399972942951,4.64488504983127,-74.1476531740794,4.63530556378668,"N",834,2470,365
138,"Bogotá","2017-03-27 11:46:25","2017-03-27 11:55:59",-74.0314624127465,4.76218586102905,-74.0269244893939,4.76037212878788,"N",575,682,434
139,"Bogotá","2017-03-27 11:56:05","2017-03-27 04:17:41",-74.0263399784365,4.76009010161522,-74.0299674305085,4.76229910169492,"N",15697,59179,7874
140,"Bogotá","2017-02-18 10:22:16","2017-03-27 07:10:05",-74.1227801,4.57523689999999,-73.8317818235294,4.27066026470588,"N",3228469,47677,1271
141,"Bogotá","2017-03-27 11:02:08","2017-03-28 12:27:18",-74.0282638859917,4.7609390808599,-74.02805985,4.76080201538461,"N",5111,14715,3409
142,"Bogotá","2017-03-26 09:41:08","2017-03-26 07:45:15",-74.0231268,4.76604050000001,-74.023074552433,4.76759829152441,"N",36247,358,308
143,"Bogotá","2017-03-28 11:31:13","2017-03-28 11:45:08",-74.0508558242082,4.75210387828052,-74.0412632173077,4.77069646923077,"N",835,3631,396
144,"Bogotá UberAngel","2017-03-28 04:10:23","2017-03-28 04:10:42",-73.829723312,4.26732823599999,-73.82866414,4.26609042,"N",19,183,0
145,"Bogotá","2017-03-28 07:29:04","2017-03-28 08:17:00",-74.0510306514597,4.75190056319272,-74.0509382642857,4.75215492857143,"N",2877,13004,990
146,"Bogotá","2017-03-29 09:27:22","2017-03-29 10:31:20",-74.0627403327332,4.72363687404391,-74.0629312383757,4.72365695290132,"N",3838,12014,1535
147,"Bogotá","2017-03-29 10:45:32","2017-03-29 11:14:07",-74.0629773326925,4.72361778777157,-74.0537113317542,4.714736774304,"N",1715,3731,1121
148,"Bogotá","2017-03-22 02:13:26","2017-03-29 04:46:27",-74.11458543,4.58312105800001,-74.073469602,4.63362084999999,"N",657182,7878,2572
149,"Bogotá","2017-03-29 05:28:28","2017-03-29 06:02:28",-74.1739393273691,4.61863258340649,-74.07930508,4.62388531999999,"N",2040,10590,205
150,"Bogotá","2017-03-29 06:18:00","2017-03-29 07:27:22",-74.0555313676165,4.64581356106015,-74.0637304707011,4.65063105323065,"N",4162,10414,2067
151,"Bogotá","2017-03-29 11:31:28","2017-03-30 08:42:29",-74.053615664486,4.7155474588785,-74.0703937814815,4.72578778888889,"N",76261,17297,596
152,"Bogotá","2017-03-30 11:29:51","2017-03-30 12:20:59",-74.0711731419468,4.70482841008832,-74.0710613937668,4.70480045555214,"N",3069,9168,502
153,"Bogotá UberX","2017-03-30 02:35:15","2017-03-30 02:47:51",-74.0905367,4.58114949999997,-74.0871378243529,4.60267204129189,"N",757,2627,74
154,"Bogotá","2017-03-30 02:08:58","2017-03-30 02:53:19",-74.1170092734193,4.60038973396722,-74.1530459695525,4.55017738667712,"N",2662,45258,630
155,"Bogotá","2017-03-30 10:31:03","2017-03-30 03:51:50",-74.0261513568327,4.73117951386944,-74.13806392,4.57517425999997,"N",19248,54455,10846
156,"Bogotá","2017-03-30 05:06:08","2017-03-30 05:10:49",-74.09842066,4.60605999999997,-74.10152836,4.60285765999999,"N",282,502,172
157,"Bogotá","2017-03-30 05:12:31","2017-03-30 05:31:04",-74.1032355148344,4.60137863489608,-74.141565,4.58150965999999,"N",1114,4969,411
158,"Bogotá","2017-03-30 03:19:26","2017-03-30 05:55:01",-74.0837791652177,4.68019046960508,-74.1402960065919,4.58719212318436,"N",9335,17114,990
159,"Bogotá","2017-03-30 05:55:07","2017-03-30 07:19:48",-74.079237987514,4.63599419412302,-74.0679650233426,4.7292055678601,"N",5081,12051,1022
160,"Bogotá","2017-03-30 08:12:20","2017-03-30 08:14:13",-74.0721847535683,4.71615140395795,-74.0722391393548,4.71615318919367,"N",114,22,70
161,"Bogotá","2017-03-30 09:18:25","2017-03-30 09:18:37",-74.0900384549506,4.50330458134476,-74.0903229440126,4.50332383434618,"N",12,32,2
162,"Bogotá","2017-03-30 10:04:28","2017-03-30 11:09:49",-74.1382138448819,4.57524972047244,-74.0280828,4.76094096399999,"N",3921,27931,1540
163,"Bogotá","2017-03-31 09:52:26","2017-03-31 10:30:33",-74.0816213,4.70098538,-74.11800556,4.63751688,"N",2287,10853,37
164,"Bogotá","2017-03-31 01:22:28","2017-03-31 02:03:38",-74.0432487,4.76042171999998,-74.0504676708535,4.77992183936833,"N",2470,6934,99
165,"Bogotá","2017-03-31 03:30:03","2017-03-31 03:40:35",-74.1326093796043,4.60869102902985,-74.1323586307576,4.60376972378787,"N",632,2185,196
166,"Bogotá","2017-03-31 07:57:35","2017-03-31 08:46:55",-74.1361601114231,4.69445186362009,-74.1478540581722,4.64052333637961,"N",2961,6399,3
167,"Bogotá","2017-04-01 07:06:08","2017-04-01 07:32:32",-74.0627043713227,4.63589818478344,-74.08366568,4.73521264,"N",1584,13557,403
168,"Bogotá","2017-04-01 08:39:05","2017-04-01 08:40:37",-74.0683436731901,4.71777056522739,-74.06851688,4.71792446000001,"N",93,27,72
169,"Bogotá","2017-04-01 11:34:11","2017-04-01 12:39:50",-74.0710322426572,4.70462983794512,-74.071117609578,4.7047312719521,"N",3939,6685,1999
170,"Bogotá","2017-04-01 01:46:12","2017-04-01 03:55:48",-74.02603864217,4.75899626652025,-74.026976007827,4.75924631767928,"N",7777,45557,1974
171,"Bogotá","2017-03-22 10:14:26","2017-04-01 05:11:23",-74.1072269534174,4.68338156406951,-74.1073011296296,4.68338354074073,"N",889018,1784,1215
172,"Bogotá","2017-04-01 06:23:02","2017-04-01 06:45:16",-74.1339394520415,4.692618846981,-74.099077285237,4.6827747720624,"N",1334,8539,249
173,"Bogotá","2017-04-02 12:59:57","2017-04-02 01:51:28",-74.0597111,4.65631079999999,-74.0993518712329,4.68280616027398,"N",3091,25912,872
174,"Bogotá","2017-04-02 12:10:06","2017-04-02 01:11:32",-74.0280210090428,4.7610563255303,-74.027513194183,4.76132263230829,"N",3687,204,1426
175,"Bogotá UberX","2017-04-02 04:08:36","2017-04-02 04:18:48",-74.1375609801641,4.56037501717917,-74.137678,4.56055765999999,"N",612,47,232
